Id,Elevation,Aspect,Slope,H_Hydrology,V_Hydrology,H_Roadways,sh_9AM,sh_Noon,sh_3PM,H_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
674.0,2598.0,327.0,7.0,30.0,0.0,582.0,204.0,233.0,168.0,1482.0,2.0,Wilderness1,Soil20
675.0,2972.0,348.0,10.0,402.0,7.0,4565.0,201.0,223.0,161.0,2880.0,1.0,Wilderness1,Soil23
676.0,2834.0,348.0,26.0,430.0,139.0,2647.0,163.0,188.0,157.0,2005.0,2.0,Wilderness1,Soil29
677.0,2810.0,42.0,14.0,300.0,64.0,1666.0,222.0,209.0,120.0,2620.0,2.0,Wilderness1,Soil29
678.0,2684.0,141.0,17.0,30.0,-1.0,1107.0,243.0,233.0,113.0,2047.0,5.0,Wilderness1,Soil30
679.0,2613.0,39.0,9.0,42.0,4.0,685.0,221.0,219.0,133.0,1626.0,2.0,Wilderness1,Soil20
680.0,2647.0,234.0,2.0,323.0,18.0,726.0,216.0,241.0,162.0,1299.0,2.0,Wilderness1,Soil29
681.0,2667.0,95.0,9.0,541.0,13.0,691.0,234.0,227.0,124.0,1293.0,2.0,Wilderness1,Soil29
682.0,2942.0,305.0,8.0,379.0,13.0,5232.0,198.0,236.0,177.0,2110.0,2.0,Wilderness1,Soil29
683.0,2971.0,340.0,15.0,85.0,18.0,4734.0,187.0,217.0,168.0,1131.0,2.0,Wilderness1,Soil29
684.0,2822.0,308.0,5.0,234.0,66.0,1758.0,205.0,237.0,171.0,2765.0,2.0,Wilderness1,Soil29
685.0,2661.0,60.0,11.0,30.0,-6.0,1045.0,229.0,216.0,119.0,1996.0,5.0,Wilderness1,Soil29
686.0,2687.0,338.0,10.0,437.0,34.0,792.0,198.0,226.0,167.0,1350.0,2.0,Wilderness1,Soil29
687.0,3103.0,85.0,8.0,524.0,-5.0,3805.0,232.0,227.0,128.0,3589.0,1.0,Wilderness1,Soil29
688.0,3034.0,50.0,22.0,531.0,16.0,4252.0,224.0,186.0,86.0,3131.0,2.0,Wilderness1,Soil29
689.0,2682.0,28.0,19.0,60.0,6.0,1110.0,209.0,194.0,115.0,2060.0,5.0,Wilderness1,Soil29
690.0,2876.0,343.0,22.0,532.0,181.0,2742.0,171.0,201.0,165.0,1894.0,2.0,Wilderness1,Soil29
691.0,2802.0,358.0,6.0,433.0,50.0,1718.0,210.0,228.0,156.0,2630.0,2.0,Wilderness1,Soil29
692.0,2958.0,39.0,25.0,351.0,134.0,4440.0,211.0,176.0,87.0,932.0,2.0,Wilderness1,Soil29
693.0,2890.0,20.0,16.0,430.0,182.0,2954.0,208.0,205.0,131.0,1723.0,2.0,Wilderness1,Soil29
694.0,2707.0,5.0,18.0,42.0,6.0,1242.0,195.0,203.0,143.0,2190.0,5.0,Wilderness1,Soil23
695.0,2706.0,9.0,21.0,108.0,14.0,1172.0,192.0,194.0,134.0,2123.0,5.0,Wilderness1,Soil29
696.0,2702.0,27.0,22.0,120.0,21.0,1149.0,205.0,188.0,111.0,2101.0,5.0,Wilderness1,Soil29
697.0,2686.0,29.0,23.0,95.0,36.0,1082.0,205.0,184.0,106.0,2036.0,2.0,Wilderness1,Soil29
698.0,2727.0,52.0,17.0,0.0,0.0,1332.0,226.0,202.0,103.0,2278.0,5.0,Wilderness1,Soil23
699.0,2720.0,36.0,17.0,30.0,0.0,1308.0,217.0,201.0,114.0,2255.0,5.0,Wilderness1,Soil23
700.0,2733.0,44.0,13.0,30.0,-1.0,1350.0,222.0,210.0,120.0,2297.0,5.0,Wilderness1,Soil23
701.0,2724.0,349.0,15.0,67.0,4.0,1302.0,191.0,213.0,160.0,2252.0,5.0,Wilderness1,Soil29
702.0,2619.0,13.0,4.0,42.0,3.0,819.0,215.0,231.0,152.0,1691.0,2.0,Wilderness1,Soil12
703.0,3195.0,83.0,11.0,366.0,53.0,2952.0,235.0,221.0,116.0,4401.0,1.0,Wilderness1,Soil23
704.0,3139.0,106.0,6.0,531.0,13.0,3599.0,231.0,232.0,135.0,3690.0,1.0,Wilderness1,Soil29
705.0,2929.0,44.0,16.0,591.0,65.0,2698.0,222.0,204.0,112.0,1911.0,2.0,Wilderness1,Soil29
706.0,2849.0,293.0,22.0,120.0,44.0,2115.0,154.0,229.0,213.0,2646.0,2.0,Wilderness1,Soil29
707.0,2733.0,90.0,5.0,60.0,-1.0,1364.0,227.0,232.0,139.0,2315.0,5.0,Wilderness1,Soil23
708.0,2803.0,333.0,20.0,182.0,56.0,3721.0,170.0,210.0,177.0,1124.0,2.0,Wilderness1,Soil29
709.0,2931.0,4.0,12.0,579.0,215.0,3018.0,204.0,218.0,150.0,1621.0,2.0,Wilderness1,Soil29
710.0,2871.0,82.0,14.0,228.0,47.0,2385.0,238.0,215.0,105.0,2271.0,2.0,Wilderness1,Soil29
711.0,2737.0,99.0,13.0,30.0,-5.0,1406.0,241.0,221.0,108.0,2357.0,5.0,Wilderness1,Soil23
712.0,2730.0,135.0,1.0,60.0,-9.0,1383.0,220.0,238.0,155.0,2335.0,5.0,Wilderness1,Soil23
713.0,2653.0,332.0,13.0,190.0,43.0,900.0,190.0,224.0,173.0,1722.0,2.0,Wilderness1,Soil29
714.0,2655.0,21.0,13.0,741.0,45.0,630.0,211.0,212.0,135.0,1652.0,2.0,Wilderness1,Soil29
715.0,2659.0,332.0,13.0,201.0,43.0,930.0,190.0,224.0,173.0,1749.0,2.0,Wilderness1,Soil29
716.0,2665.0,0.0,10.0,190.0,32.0,930.0,206.0,222.0,154.0,1728.0,2.0,Wilderness1,Soil29
717.0,2871.0,92.0,32.0,218.0,97.0,4173.0,249.0,174.0,28.0,792.0,2.0,Wilderness1,Soil29
718.0,2988.0,217.0,7.0,446.0,72.0,5467.0,212.0,247.0,171.0,1437.0,2.0,Wilderness1,Soil29
719.0,2920.0,316.0,29.0,433.0,186.0,3511.0,133.0,202.0,203.0,1265.0,2.0,Wilderness1,Soil29
720.0,2718.0,63.0,17.0,242.0,78.0,1142.0,233.0,204.0,98.0,2082.0,2.0,Wilderness1,Soil12
721.0,2682.0,66.0,8.0,547.0,15.0,812.0,228.0,225.0,131.0,1702.0,2.0,Wilderness1,Soil29
722.0,2662.0,324.0,6.0,616.0,52.0,543.0,205.0,233.0,168.0,1765.0,2.0,Wilderness1,Soil29
723.0,3096.0,49.0,14.0,242.0,26.0,4180.0,225.0,208.0,114.0,2984.0,2.0,Wilderness1,Soil29
724.0,2975.0,38.0,11.0,633.0,245.0,3282.0,220.0,216.0,129.0,1381.0,2.0,Wilderness1,Soil12
725.0,2653.0,93.0,12.0,511.0,43.0,424.0,239.0,222.0,111.0,1833.0,2.0,Wilderness1,Soil29
726.0,2876.0,314.0,26.0,295.0,121.0,3746.0,142.0,210.0,203.0,1074.0,2.0,Wilderness1,Soil29
727.0,2969.0,35.0,4.0,531.0,99.0,2930.0,219.0,231.0,148.0,1679.0,2.0,Wilderness1,Soil12
728.0,2662.0,119.0,10.0,531.0,52.0,481.0,237.0,232.0,125.0,1841.0,2.0,Wilderness1,Soil29
729.0,2919.0,108.0,7.0,85.0,3.0,5022.0,232.0,232.0,133.0,1841.0,2.0,Wilderness1,Soil19
730.0,2738.0,270.0,12.0,30.0,7.0,1506.0,188.0,244.0,195.0,2461.0,5.0,Wilderness1,Soil29
731.0,2673.0,27.0,23.0,30.0,11.0,1113.0,204.0,183.0,106.0,1800.0,2.0,Wilderness1,Soil20
732.0,2696.0,276.0,11.0,120.0,29.0,1167.0,190.0,242.0,192.0,1776.0,2.0,Wilderness1,Soil30
733.0,2694.0,56.0,14.0,480.0,27.0,866.0,228.0,211.0,113.0,1782.0,2.0,Wilderness1,Soil12
734.0,3024.0,56.0,17.0,67.0,6.0,4397.0,229.0,203.0,101.0,2584.0,2.0,Wilderness1,Soil29
735.0,2986.0,174.0,18.0,234.0,17.0,4805.0,228.0,246.0,142.0,644.0,2.0,Wilderness1,Soil30
736.0,2860.0,332.0,5.0,485.0,105.0,1964.0,209.0,234.0,163.0,2905.0,2.0,Wilderness1,Soil30
737.0,2690.0,40.0,11.0,495.0,-20.0,800.0,221.0,215.0,127.0,1820.0,2.0,Wilderness1,Soil12
738.0,2987.0,169.0,17.0,390.0,43.0,4629.0,230.0,245.0,139.0,547.0,2.0,Wilderness1,Soil29
739.0,2787.0,96.0,17.0,218.0,32.0,1767.0,245.0,214.0,93.0,2718.0,2.0,Wilderness1,Soil29
740.0,2934.0,299.0,25.0,418.0,171.0,3736.0,141.0,221.0,216.0,1044.0,2.0,Wilderness1,Soil29
741.0,2712.0,304.0,7.0,190.0,45.0,1146.0,201.0,237.0,175.0,1862.0,2.0,Wilderness1,Soil12
742.0,2954.0,160.0,13.0,390.0,51.0,3012.0,233.0,242.0,137.0,1608.0,2.0,Wilderness1,Soil12
743.0,2750.0,68.0,7.0,30.0,1.0,1676.0,227.0,226.0,133.0,2631.0,5.0,Wilderness1,Soil23
744.0,3044.0,57.0,16.0,108.0,-5.0,4295.0,229.0,206.0,105.0,2589.0,2.0,Wilderness1,Soil29
745.0,2719.0,52.0,10.0,371.0,8.0,812.0,226.0,218.0,125.0,1935.0,1.0,Wilderness1,Soil12
746.0,2764.0,76.0,7.0,323.0,32.0,1437.0,229.0,227.0,131.0,2372.0,2.0,Wilderness1,Soil12
747.0,3034.0,61.0,17.0,212.0,-9.0,4325.0,231.0,202.0,98.0,2491.0,2.0,Wilderness1,Soil29
748.0,2753.0,230.0,14.0,175.0,40.0,1398.0,197.0,252.0,190.0,2315.0,2.0,Wilderness1,Soil12
749.0,3109.0,26.0,7.0,30.0,-3.0,3947.0,217.0,225.0,144.0,2962.0,1.0,Wilderness1,Soil29
750.0,2936.0,100.0,13.0,300.0,20.0,4687.0,242.0,221.0,107.0,2012.0,2.0,Wilderness1,Soil29
751.0,2875.0,331.0,15.0,277.0,43.0,2506.0,184.0,221.0,176.0,2402.0,2.0,Wilderness1,Soil29
752.0,2878.0,273.0,20.0,134.0,61.0,4085.0,164.0,241.0,215.0,738.0,2.0,Wilderness1,Soil29
753.0,2856.0,66.0,14.0,371.0,36.0,2086.0,233.0,211.0,108.0,2905.0,2.0,Wilderness1,Soil30
754.0,2976.0,211.0,7.0,509.0,45.0,3599.0,215.0,247.0,168.0,1022.0,2.0,Wilderness1,Soil29
755.0,2747.0,9.0,6.0,150.0,22.0,1380.0,214.0,228.0,152.0,2182.0,2.0,Wilderness1,Soil12
756.0,2703.0,47.0,8.0,319.0,1.0,666.0,223.0,223.0,134.0,1813.0,1.0,Wilderness1,Soil12
757.0,3073.0,99.0,20.0,216.0,-12.0,4133.0,248.0,209.0,80.0,2624.0,2.0,Wilderness1,Soil29
758.0,2932.0,93.0,9.0,124.0,16.0,4860.0,235.0,226.0,123.0,342.0,2.0,Wilderness1,Soil30
759.0,2889.0,323.0,24.0,277.0,43.0,2605.0,152.0,208.0,191.0,2315.0,2.0,Wilderness1,Soil29
760.0,3146.0,85.0,9.0,192.0,33.0,3755.0,233.0,225.0,124.0,3099.0,1.0,Wilderness1,Soil29
761.0,2651.0,64.0,9.0,127.0,3.0,335.0,229.0,221.0,125.0,1559.0,2.0,Wilderness1,Soil12
762.0,2942.0,170.0,12.0,323.0,-45.0,4552.0,229.0,245.0,147.0,2051.0,2.0,Wilderness1,Soil29
763.0,2534.0,108.0,2.0,247.0,13.0,234.0,221.0,237.0,151.0,1395.0,2.0,Wilderness1,Soil9
764.0,2774.0,10.0,7.0,306.0,39.0,1691.0,213.0,227.0,151.0,2621.0,2.0,Wilderness1,Soil12
765.0,2732.0,43.0,9.0,0.0,0.0,1566.0,222.0,220.0,132.0,2455.0,2.0,Wilderness1,Soil20
766.0,2916.0,228.0,12.0,67.0,7.0,4975.0,202.0,251.0,185.0,1507.0,2.0,Wilderness1,Soil30
767.0,2744.0,118.0,18.0,42.0,13.0,1531.0,248.0,221.0,95.0,2334.0,2.0,Wilderness1,Soil12
768.0,2711.0,171.0,6.0,108.0,9.0,845.0,224.0,243.0,153.0,1803.0,1.0,Wilderness1,Soil12
769.0,3021.0,68.0,8.0,201.0,26.0,4134.0,228.0,225.0,130.0,2493.0,1.0,Wilderness1,Soil29
770.0,3032.0,87.0,12.0,277.0,71.0,5328.0,238.0,219.0,109.0,671.0,2.0,Wilderness1,Soil30
771.0,2904.0,53.0,26.0,30.0,9.0,4975.0,224.0,176.0,71.0,256.0,2.0,Wilderness1,Soil30
772.0,2866.0,122.0,6.0,242.0,46.0,2335.0,230.0,235.0,138.0,2730.0,2.0,Wilderness1,Soil29
773.0,2539.0,24.0,6.0,120.0,-3.0,446.0,217.0,226.0,146.0,1208.0,2.0,Wilderness1,Soil9
774.0,2895.0,357.0,13.0,60.0,10.0,4236.0,198.0,215.0,154.0,514.0,1.0,Wilderness1,Soil29
775.0,2903.0,146.0,10.0,443.0,42.0,2766.0,234.0,239.0,135.0,2219.0,2.0,Wilderness1,Soil29
776.0,3086.0,123.0,10.0,319.0,36.0,3684.0,237.0,233.0,127.0,2970.0,1.0,Wilderness1,Soil29
777.0,3083.0,45.0,5.0,256.0,49.0,3776.0,221.0,229.0,143.0,2850.0,1.0,Wilderness1,Soil29
778.0,2924.0,9.0,6.0,255.0,50.0,3095.0,213.0,227.0,152.0,1855.0,2.0,Wilderness1,Soil29
779.0,2740.0,56.0,15.0,162.0,10.0,1442.0,229.0,207.0,107.0,2151.0,2.0,Wilderness1,Soil12
780.0,3109.0,60.0,16.0,319.0,55.0,3599.0,231.0,206.0,103.0,3031.0,1.0,Wilderness1,Soil29
781.0,2935.0,7.0,16.0,67.0,22.0,4198.0,199.0,207.0,143.0,457.0,2.0,Wilderness1,Soil29
782.0,2914.0,104.0,4.0,391.0,41.0,2989.0,226.0,234.0,143.0,1995.0,2.0,Wilderness1,Soil29
783.0,2686.0,45.0,2.0,0.0,0.0,616.0,220.0,234.0,150.0,1383.0,1.0,Wilderness1,Soil12
784.0,2564.0,44.0,18.0,67.0,21.0,680.0,221.0,199.0,106.0,1052.0,2.0,Wilderness1,Soil9
785.0,3010.0,203.0,16.0,484.0,159.0,5519.0,211.0,253.0,173.0,760.0,2.0,Wilderness1,Soil30
786.0,2753.0,111.0,6.0,90.0,-3.0,1897.0,230.0,234.0,137.0,2791.0,2.0,Wilderness1,Soil12
787.0,2719.0,6.0,5.0,67.0,-3.0,1194.0,214.0,230.0,154.0,1848.0,1.0,Wilderness1,Soil12
788.0,2699.0,45.0,1.0,60.0,4.0,834.0,219.0,236.0,154.0,1510.0,1.0,Wilderness1,Soil12
789.0,2925.0,82.0,5.0,424.0,51.0,3066.0,227.0,231.0,138.0,1948.0,2.0,Wilderness1,Soil29
790.0,2821.0,102.0,13.0,242.0,60.0,2134.0,241.0,223.0,110.0,3013.0,1.0,Wilderness1,Soil12
791.0,2754.0,101.0,11.0,85.0,19.0,1588.0,239.0,225.0,115.0,2148.0,2.0,Wilderness1,Soil12
792.0,2693.0,5.0,12.0,120.0,0.0,828.0,205.0,217.0,149.0,1383.0,2.0,Wilderness1,Soil12
793.0,2674.0,344.0,7.0,234.0,-2.0,626.0,206.0,229.0,162.0,1116.0,2.0,Wilderness1,Soil12
794.0,3178.0,83.0,6.0,306.0,46.0,3209.0,228.0,230.0,137.0,3398.0,1.0,Wilderness1,Soil29
795.0,2826.0,76.0,13.0,234.0,55.0,2174.0,236.0,216.0,109.0,2970.0,1.0,Wilderness1,Soil12
796.0,2725.0,95.0,8.0,0.0,0.0,1490.0,233.0,229.0,128.0,2026.0,1.0,Wilderness1,Soil20
797.0,2961.0,97.0,20.0,150.0,47.0,3636.0,248.0,206.0,77.0,1218.0,2.0,Wilderness1,Soil29
798.0,2939.0,88.0,7.0,342.0,57.0,3234.0,231.0,228.0,129.0,1812.0,2.0,Wilderness1,Soil29
799.0,2761.0,181.0,10.0,42.0,4.0,2117.0,223.0,247.0,156.0,3019.0,2.0,Wilderness1,Soil12
800.0,2764.0,148.0,6.0,175.0,20.0,1816.0,229.0,239.0,144.0,2307.0,2.0,Wilderness1,Soil12
801.0,2971.0,322.0,22.0,361.0,158.0,4671.0,160.0,213.0,190.0,258.0,2.0,Wilderness1,Soil29
802.0,2992.0,355.0,8.0,67.0,0.0,4095.0,207.0,226.0,157.0,589.0,1.0,Wilderness1,Soil29
803.0,2525.0,80.0,7.0,67.0,-8.0,706.0,229.0,228.0,133.0,916.0,1.0,Wilderness1,Soil16
804.0,2750.0,60.0,4.0,0.0,0.0,2154.0,223.0,231.0,144.0,2976.0,2.0,Wilderness1,Soil20
805.0,2742.0,345.0,7.0,30.0,2.0,1597.0,206.0,229.0,161.0,2033.0,1.0,Wilderness1,Soil20
806.0,2695.0,15.0,7.0,285.0,1.0,819.0,214.0,225.0,148.0,1104.0,2.0,Wilderness1,Soil12
807.0,2993.0,346.0,10.0,300.0,16.0,4663.0,201.0,225.0,162.0,175.0,2.0,Wilderness1,Soil29
808.0,2972.0,0.0,16.0,210.0,20.0,4200.0,195.0,209.0,150.0,2112.0,2.0,Wilderness1,Soil24
809.0,2931.0,30.0,14.0,391.0,50.0,3078.0,215.0,209.0,128.0,2093.0,2.0,Wilderness1,Soil29
810.0,2868.0,188.0,2.0,108.0,14.0,2616.0,219.0,240.0,157.0,2470.0,2.0,Wilderness1,Soil29
811.0,2976.0,252.0,3.0,212.0,95.0,5365.0,213.0,241.0,166.0,900.0,2.0,Wilderness1,Soil30
812.0,2926.0,67.0,12.0,324.0,45.0,3055.0,232.0,217.0,116.0,2093.0,2.0,Wilderness1,Soil29
813.0,2853.0,293.0,9.0,42.0,9.0,2755.0,195.0,238.0,183.0,2329.0,1.0,Wilderness1,Soil29
814.0,2719.0,126.0,11.0,277.0,-10.0,1092.0,239.0,233.0,123.0,1302.0,2.0,Wilderness1,Soil23
815.0,2624.0,109.0,14.0,127.0,14.0,911.0,244.0,223.0,105.0,655.0,2.0,Wilderness1,Soil9
816.0,2985.0,90.0,9.0,295.0,53.0,4375.0,234.0,226.0,123.0,1900.0,2.0,Wilderness1,Soil30
817.0,2909.0,77.0,10.0,120.0,6.0,4759.0,233.0,221.0,119.0,1499.0,2.0,Wilderness1,Soil30
818.0,2911.0,130.0,30.0,108.0,52.0,5485.0,252.0,207.0,60.0,811.0,2.0,Wilderness1,Soil30
819.0,2780.0,357.0,14.0,85.0,13.0,2335.0,197.0,213.0,153.0,2952.0,2.0,Wilderness1,Soil23
820.0,2854.0,338.0,7.0,0.0,0.0,5493.0,205.0,230.0,164.0,703.0,2.0,Wilderness1,Soil20
821.0,2856.0,2.0,14.0,0.0,0.0,5468.0,200.0,214.0,150.0,684.0,2.0,Wilderness1,Soil20
822.0,2997.0,315.0,5.0,30.0,1.0,4248.0,206.0,236.0,168.0,573.0,1.0,Wilderness1,Soil23
823.0,3152.0,65.0,9.0,120.0,13.0,2928.0,229.0,222.0,126.0,3526.0,1.0,Wilderness1,Soil39
824.0,2945.0,76.0,10.0,175.0,42.0,4542.0,233.0,220.0,118.0,1717.0,2.0,Wilderness1,Soil30
825.0,2821.0,63.0,14.0,30.0,-4.0,2496.0,232.0,211.0,108.0,2704.0,1.0,Wilderness1,Soil23
826.0,3002.0,166.0,4.0,258.0,22.0,4690.0,223.0,241.0,153.0,120.0,2.0,Wilderness1,Soil20
827.0,3030.0,81.0,14.0,85.0,22.0,4414.0,238.0,215.0,106.0,408.0,1.0,Wilderness1,Soil30
828.0,3041.0,125.0,13.0,323.0,76.0,3971.0,242.0,230.0,115.0,2308.0,2.0,Wilderness1,Soil30
829.0,2878.0,339.0,20.0,30.0,15.0,5493.0,175.0,208.0,170.0,872.0,2.0,Wilderness1,Soil29
830.0,2770.0,51.0,12.0,120.0,7.0,1528.0,226.0,214.0,120.0,1652.0,2.0,Wilderness1,Soil12
831.0,2733.0,89.0,15.0,582.0,20.0,1092.0,242.0,214.0,98.0,900.0,2.0,Wilderness1,Soil12
832.0,3159.0,62.0,15.0,150.0,20.0,2881.0,231.0,209.0,106.0,3518.0,1.0,Wilderness1,Soil29
833.0,3123.0,94.0,12.0,342.0,33.0,3544.0,238.0,222.0,113.0,2758.0,1.0,Wilderness1,Soil30
834.0,2673.0,69.0,14.0,240.0,56.0,1084.0,234.0,211.0,106.0,553.0,2.0,Wilderness1,Soil29
835.0,2787.0,99.0,9.0,30.0,2.0,1964.0,235.0,228.0,125.0,2136.0,1.0,Wilderness1,Soil12
836.0,2544.0,86.0,7.0,247.0,-16.0,1020.0,230.0,229.0,132.0,531.0,2.0,Wilderness1,Soil9
837.0,3162.0,55.0,10.0,190.0,23.0,2871.0,226.0,219.0,126.0,3501.0,2.0,Wilderness1,Soil29
838.0,2998.0,151.0,24.0,124.0,39.0,4140.0,242.0,231.0,105.0,2117.0,2.0,Wilderness1,Soil30
839.0,2972.0,37.0,7.0,90.0,16.0,4242.0,220.0,224.0,139.0,920.0,2.0,Wilderness1,Soil23
840.0,2859.0,113.0,5.0,42.0,-1.0,2881.0,230.0,234.0,138.0,2250.0,1.0,Wilderness1,Soil30
841.0,2851.0,43.0,17.0,255.0,37.0,2599.0,221.0,201.0,110.0,2771.0,2.0,Wilderness1,Soil29
842.0,2601.0,48.0,11.0,162.0,-18.0,1243.0,224.0,216.0,124.0,342.0,2.0,Wilderness1,Soil22
843.0,2814.0,5.0,9.0,201.0,48.0,1829.0,209.0,223.0,152.0,1884.0,2.0,Wilderness1,Soil12
844.0,3025.0,96.0,7.0,234.0,17.0,4437.0,232.0,229.0,129.0,726.0,2.0,Wilderness1,Soil29
845.0,2955.0,3.0,13.0,42.0,3.0,4224.0,201.0,214.0,149.0,2039.0,2.0,Wilderness1,Soil30
846.0,2869.0,325.0,15.0,120.0,13.0,2898.0,181.0,222.0,180.0,2310.0,1.0,Wilderness1,Soil29
847.0,3067.0,133.0,11.0,242.0,43.0,3491.0,237.0,235.0,127.0,2771.0,1.0,Wilderness1,Soil30
848.0,2905.0,248.0,3.0,95.0,11.0,4859.0,214.0,241.0,165.0,1490.0,2.0,Wilderness1,Soil29
849.0,3001.0,17.0,6.0,323.0,43.0,3929.0,215.0,228.0,150.0,1371.0,2.0,Wilderness1,Soil29
850.0,2712.0,72.0,12.0,391.0,88.0,1351.0,233.0,217.0,115.0,560.0,2.0,Wilderness1,Soil23
851.0,3050.0,72.0,10.0,124.0,26.0,3538.0,231.0,221.0,122.0,2719.0,1.0,Wilderness1,Soil30
852.0,2882.0,37.0,10.0,0.0,0.0,5639.0,220.0,219.0,133.0,1040.0,2.0,Wilderness1,Soil23
853.0,2962.0,108.0,9.0,150.0,4.0,3840.0,236.0,230.0,125.0,1320.0,2.0,Wilderness1,Soil30
854.0,2762.0,357.0,9.0,658.0,1.0,1529.0,207.0,225.0,156.0,900.0,2.0,Wilderness1,Soil23
855.0,3041.0,144.0,12.0,60.0,4.0,3476.0,237.0,238.0,129.0,2781.0,1.0,Wilderness1,Soil30
856.0,2984.0,132.0,11.0,153.0,26.0,3967.0,238.0,234.0,124.0,1245.0,2.0,Wilderness1,Soil30
857.0,3090.0,131.0,14.0,124.0,46.0,3270.0,242.0,231.0,115.0,2986.0,1.0,Wilderness1,Soil30
858.0,3008.0,356.0,16.0,42.0,7.0,3719.0,192.0,209.0,153.0,2549.0,1.0,Wilderness1,Soil30
859.0,2900.0,66.0,17.0,42.0,6.0,5655.0,234.0,205.0,97.0,1116.0,2.0,Wilderness1,Soil30
860.0,3014.0,234.0,21.0,285.0,115.0,5432.0,180.0,253.0,205.0,834.0,2.0,Wilderness1,Soil29
861.0,2898.0,254.0,7.0,30.0,6.0,4919.0,204.0,245.0,179.0,1552.0,5.0,Wilderness1,Soil23
862.0,2898.0,114.0,3.0,60.0,4.0,4948.0,224.0,236.0,147.0,1533.0,5.0,Wilderness1,Soil23
863.0,2834.0,32.0,15.0,247.0,36.0,1897.0,216.0,207.0,124.0,1561.0,2.0,Wilderness1,Soil23
864.0,2780.0,96.0,5.0,582.0,21.0,1616.0,228.0,233.0,139.0,902.0,2.0,Wilderness1,Soil12
865.0,2896.0,276.0,7.0,30.0,5.0,4911.0,201.0,242.0,179.0,1575.0,5.0,Wilderness1,Soil23
866.0,2898.0,352.0,3.0,60.0,6.0,4941.0,214.0,233.0,158.0,1556.0,5.0,Wilderness1,Soil23
867.0,2838.0,322.0,14.0,85.0,22.0,2379.0,183.0,225.0,182.0,2252.0,1.0,Wilderness1,Soil29
868.0,2802.0,91.0,11.0,540.0,18.0,1699.0,237.0,223.0,115.0,1084.0,2.0,Wilderness1,Soil12
869.0,2891.0,292.0,8.0,0.0,0.0,4875.0,197.0,239.0,182.0,1617.0,5.0,Wilderness1,Soil23
870.0,2902.0,342.0,3.0,67.0,4.0,4963.0,213.0,235.0,159.0,1560.0,5.0,Wilderness1,Soil23
871.0,2853.0,39.0,10.0,350.0,55.0,2109.0,221.0,219.0,132.0,1834.0,2.0,Wilderness1,Soil12
872.0,3025.0,194.0,15.0,342.0,112.0,5307.0,217.0,251.0,164.0,1396.0,2.0,Wilderness1,Soil29
873.0,2960.0,104.0,20.0,150.0,41.0,3479.0,249.0,211.0,82.0,1663.0,2.0,Wilderness1,Soil30
874.0,2932.0,113.0,15.0,85.0,19.0,3432.0,245.0,223.0,104.0,1734.0,2.0,Wilderness1,Soil30
875.0,2896.0,351.0,8.0,30.0,3.0,4803.0,206.0,227.0,159.0,1702.0,5.0,Wilderness1,Soil23
876.0,2905.0,353.0,8.0,42.0,-3.0,4979.0,206.0,226.0,158.0,1590.0,5.0,Wilderness1,Soil23
877.0,2921.0,258.0,20.0,108.0,8.0,5066.0,168.0,247.0,215.0,1539.0,5.0,Wilderness1,Soil29
878.0,3046.0,335.0,15.0,134.0,31.0,4530.0,185.0,218.0,172.0,1055.0,1.0,Wilderness1,Soil29
879.0,2752.0,68.0,11.0,418.0,65.0,1684.0,232.0,218.0,118.0,626.0,2.0,Wilderness1,Soil12
880.0,2904.0,9.0,13.0,30.0,5.0,4855.0,205.0,213.0,144.0,1687.0,5.0,Wilderness1,Soil23
881.0,2906.0,87.0,10.0,212.0,42.0,3070.0,236.0,223.0,118.0,2513.0,2.0,Wilderness1,Soil12
882.0,2756.0,81.0,10.0,420.0,5.0,1717.0,234.0,222.0,118.0,664.0,2.0,Wilderness1,Soil12
883.0,2666.0,63.0,14.0,212.0,19.0,1176.0,232.0,211.0,109.0,228.0,2.0,Wilderness1,Soil23
884.0,2654.0,78.0,11.0,272.0,7.0,1116.0,234.0,220.0,116.0,258.0,2.0,Wilderness1,Soil23
885.0,2975.0,354.0,40.0,474.0,0.0,4118.0,126.0,141.0,132.0,2250.0,2.0,Wilderness1,Soil29
886.0,3131.0,318.0,13.0,618.0,85.0,5272.0,185.0,228.0,183.0,872.0,2.0,Wilderness1,Soil29
887.0,2913.0,321.0,16.0,95.0,14.0,4784.0,178.0,223.0,184.0,1771.0,5.0,Wilderness1,Soil23
888.0,2908.0,198.0,2.0,30.0,1.0,4954.0,218.0,240.0,158.0,1689.0,5.0,Wilderness1,Soil23
889.0,2910.0,266.0,4.0,42.0,2.0,4983.0,210.0,241.0,169.0,1673.0,5.0,Wilderness1,Soil23
890.0,2770.0,68.0,3.0,330.0,11.0,1820.0,222.0,234.0,148.0,808.0,2.0,Wilderness1,Soil12
891.0,2914.0,113.0,11.0,0.0,0.0,4889.0,239.0,229.0,119.0,1747.0,5.0,Wilderness1,Soil23
892.0,2905.0,329.0,1.0,30.0,-3.0,4948.0,215.0,237.0,159.0,1714.0,5.0,Wilderness1,Soil23
893.0,2917.0,280.0,11.0,108.0,4.0,5037.0,191.0,241.0,190.0,1667.0,5.0,Wilderness1,Soil23
894.0,2924.0,270.0,10.0,134.0,11.0,5066.0,194.0,244.0,189.0,1652.0,5.0,Wilderness1,Soil29
